"REF_DATE","GEO","DGUID","Funder","Performer","Science type","Prices","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","1","","","","0"
"2018","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","1","","","","0"
"2019","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","1","","","","0"
"2020","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","1","","","","0"
"2021","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","1","","","","0"
"2022","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","1","","","","0"
"2023","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","1","","","","0"
"2000","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","3524","","","","0"
"2001","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","2828","","","","0"
"2002","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","1822","","","","0"
"2003","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","2073","","","","0"
"2004","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","2280","","","","0"
"2005","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","2327","","","","0"
"2006","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","2113","","","","0"
"2007","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","2663","","","","0"
"2008","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","2082","","","","0"
"2009","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","2003","","","","0"
"2010","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","1853","","","","0"
"2011","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","1758","","","","0"
"2012","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","1718","","","","0"
"2013","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","1750","","","","0"
"2014","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","2673","","","","0"
"2015","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","3166","","","","0"
"2016","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","3642","","","","0"
"2017","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","3059","","","","0"
"2018","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","3377","","","","0"
"2019","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","4010","","","","0"
"2020","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","4006","","","","0"
"2021","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","4738","","","","0"
"2022","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","4902","","","","0"
"2023","Canada","2016A000011124","Funder: foreign sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617667","1.9.6.2.1","5021","","","","0"
"2000","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","50","","","","0"
"2001","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","84","","","","0"
"2002","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","101","","","","0"
"2003","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","76","","","","0"
"2004","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","96","","","","0"
"2005","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","116","","","","0"
"2006","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","126","","","","0"
"2007","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","99","","","","0"
"2008","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","114","","","","0"
"2009","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","120","","","","0"
"2010","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","141","","","","0"
"2011","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","126","","","","0"
"2012","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","128","","","","0"
"2013","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","139","","","","0"
"2014","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","108","","","","0"
"2015","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","114","","","","0"
"2016","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","111","","","","0"
"2017","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","119","","","","0"
"2018","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","137","","","","0"
"2019","Canada","2016A000011124","Funder: foreign sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617743","1.9.7.2.1","143","","","","0"
